Ticker,Market Cap,Exchange,Outstanding Shares,Q1_NetIncome,Q2_NetIncome,Q3_NetIncome,Q4_NetIncome,Q5_NetIncome,Q6_NetIncome,Q7_NetIncome,Q8_NetIncome,OldestDataDate,Month1_Volume,Month2_Volume,Month3_Volume,Month4_Volume,Month5_Volume,Month6_Volume,Month7_Volume,Month8_Volume,Month9_Volume,Month10_Volume,Month11_Volume,Month12_Volume,Month13_Volume,Month14_Volume,Month15_Volume,Month16_Volume,Month17_Volume,Month18_Volume,Month19_Volume,Month20_Volume,Month21_Volume,Month22_Volume,Month23_Volume,Month24_Volume
CTVA,35168805000,NYSE,709764000,714000000,595000000,-55000000,-331000000,969000000,564000000,159000000,30000000.0,2019-06-28,38188463.0,98223688.0,92673083.0,71682226.0,79453923.0,60369886.0,41984387.0,84566442.0,80987164.0,56350335.0,56816531.0,71722553.0,67127015.0,72483116.0,63125513.0,50350341.0,99683105.0,118276529.0,71520631.0,114583670.0,73138497.0,48758507.0,56939270.0,57152966.0
CVS,91821752000,NYSE,1284400000,1901000000,2136000000,2302000000,-3416000000,3029000000,2354000000,1306000000,1598000000.0,1999-12-31,77332306.0,169634419.0,227233817.0,179469454.0,192888145.0,190058499.0,160104942.0,193866071.0,169295035.0,211005943.0,108700451.0,135809158.0,140702959.0,100573963.0,109602852.0,90959037.0,102044470.0,124651816.0,109498354.0,125765970.0,128038971.0,159788537.0,123610372.0,129760405.0
CVX,315517043000,NYSE,1907600000,6010000000,6574000000,6353000000,11231000000,11622000000,6259000000,5055000000,6111000000.0,1999-12-31,103522837.0,153218450.0,165280711.0,137360991.0,180550758.0,163295690.0,130898714.0,205948356.0,165052234.0,181801959.0,159618132.0,161691312.0,177679221.0,223317479.0,185467800.0,174441220.0,251807351.0,235020172.0,200072555.0,526661468.0,282783725.0,300049707.0,221128758.0,224686287.0
CZR,9757259000,NASDAQ,215290000,920000000,-136000000,-148000000,52000000,-123000000,-680000000,-434000000,-233000000.0,,36090896.0,47628141.0,54230328.0,50349901.0,64107436.0,68618526.0,43554203.0,73800024.0,58636858.0,57245458.0,64959690.0,91327452.0,101299497.0,90190172.0,67069071.0,73851739.0,84113382.0,100376802.0,54992480.0,59980010.0,58419976.0,65374463.0,49951195.0,55401416.0
D,35328557000,NYSE,836773000,599000000,997000000,-42000000,778000000,-453000000,711000000,1341000000,654000000.0,1999-12-31,85445366.0,116297268.0,95908375.0,60866748.0,98360994.0,82162647.0,64278162.0,104761276.0,104784965.0,99110727.0,126776682.0,142603970.0,98498130.0,85748055.0,61220819.0,59093637.0,74586051.0,86037732.0,59257181.0,76386510.0,59671190.0,65691057.0,71529972.0,70342903.0
DAL,22263818000,NYSE,643418000,1108000000,1827000000,-363000000,829000000,695000000,735000000,-940000000,-408000000.0,2007-06-29,163394669.0,163816317.0,145306219.0,238162279.0,266456665.0,204209946.0,230884866.0,235319556.0,141084218.0,255054506.0,195058731.0,162837264.0,269243119.0,220569796.0,191355020.0,283767258.0,341279257.0,264798506.0,328734678.0,418288502.0,265642570.0,273755313.0,347009114.0,275856664.0
DD,34562703000,NYSE,459061000,-131000000,257000000,4226000000,367000000,787000000,488000000,204000000,391000000.0,,31907605.0,41894846.0,54980383.0,56367336.0,83958731.0,76131534.0,55188220.0,80041976.0,54666038.0,60988565.0,50305285.0,83271381.0,59490155.0,67330399.0,59983927.0,54075361.0,64838640.0,71362914.0,51835191.0,70822109.0,64439999.0,55308020.0,57858000.0,77480370.0
DE,112475906000,NYSE,288001000,2978000000,2860000000,1959000000,2246000000,1884000000,2098000000,903000000,1283000000.0,,15760424.0,29843695.0,36084596.0,25748434.0,37321853.0,43977731.0,32713338.0,35427908.0,31497918.0,27401021.0,27995813.0,39255600.0,27649284.0,26945507.0,36222461.0,27834329.0,36494934.0,45898299.0,32327127.0,57827746.0,41985462.0,40250320.0,32998541.0,39733236.0
DFS,22700278000,NYSE,249948000,901000000,968000000,1033000000,1006000000,1103000000,1242000000,1067000000,1091000000.0,2007-07-31,38365985.0,36635782.0,65090759.0,48173714.0,47762141.0,45502952.0,34439527.0,56434783.0,40600321.0,61755513.0,40673520.0,36920986.0,40011457.0,32985099.0,29939033.0,40726128.0,46687744.0,40646393.0,27865123.0,48323385.0,30459391.0,40421770.0,38654480.0,36776122.0
DG,24925889000,NYSE,219476000,468835000,514380000,659135000,526167000,678030000,552657000,597433000,487031000.0,2009-12-31,66188541.0,108508711.0,63428091.0,46246755.0,107861265.0,41577160.0,30697298.0,49424483.0,35124592.0,43055193.0,50167461.0,33320555.0,34927869.0,36647862.0,36177402.0,31441091.0,38180591.0,55729334.0,37912350.0,48473831.0,38715715.0,46948549.0,44136131.0,30631625.0
DGX,13783580000,NYSE,112235000,235000000,202000000,101000000,256000000,234000000,355000000,390000000,505000000.0,,10170678.0,15542637.0,16049780.0,16913597.0,20098114.0,20564854.0,20640115.0,30333026.0,22798824.0,20633986.0,22035553.0,24251884.0,23389646.0,19716825.0,18026096.0,16785989.0,17667547.0,22971410.0,23607395.0,27550868.0,26849485.0,26621096.0,24027099.0,26462694.0
DHI,35360494000,NYSE,338297000,1335100000,942200000,958700000,1631800000,1647800000,1436300000,1141600000,1339000000.0,1999-12-31,34458620.0,51231682.0,62151334.0,64342019.0,61732392.0,60358306.0,65557853.0,74551544.0,55161462.0,53832841.0,56413246.0,63592379.0,63933538.0,70144097.0,47470210.0,72804895.0,94639274.0,74846791.0,79651488.0,80680886.0,79850843.0,81709955.0,68172338.0,56097039.0
DHR,155386184000,NYSE,738352000,1106000000,1450000000,2232000000,1572000000,1680000000,1725000000,1788000000,1158000000.0,1999-12-31,44757134.0,49765599.0,44367188.0,71141992.0,60133028.0,77952614.0,65948367.0,55809080.0,46508195.0,58922232.0,43339731.0,57397832.0,67590278.0,51393418.0,40296544.0,45721714.0,49116267.0,59297194.0,60649715.0,58585200.0,51489001.0,76874405.0,54972199.0,57157868.0
DIS,156830433000,NYSE,1829780000,-460000000,1271000000,1279000000,162000000,1409000000,470000000,1104000000,159000000.0,1999-12-31,147812434.0,319930810.0,377423405.0,320380674.0,282732867.0,334702686.0,156445196.0,196653778.0,252915943.0,228917669.0,301451458.0,427618373.0,180489304.0,209164018.0,294094092.0,196254179.0,241459562.0,322911294.0,273773815.0,224925323.0,250868699.0,269185309.0,250467355.0,348581552.0
DLR,38364545000,NYSE,302709000,118184000,68726000,3901000,237075000,63427000,73281000,1067810000,134275000.0,,22976402.0,42568583.0,45814500.0,56570767.0,72461024.0,63131373.0,56584922.0,65350132.0,33473417.0,39586299.0,41505398.0,42002986.0,53082812.0,43328805.0,29763193.0,29871018.0,37703807.0,31363380.0,28860173.0,30464219.0,42766563.0,29495855.0,27182765.0,25292910.0
DLTR,24222661000,NASDAQ,220006000,200400000,299000000,452200000,266900000,359900000,536400000,454200000,216800000.0,1999-12-31,30062695.0,49724023.0,54819610.0,33823065.0,52773993.0,54561412.0,32373967.0,60812930.0,39230642.0,41778087.0,40093935.0,55188573.0,44112586.0,56608023.0,59574668.0,41630523.0,42866207.0,71355931.0,42528442.0,62173632.0,41662671.0,56382691.0,57066706.0,121824681.0
DOV,19691461000,NYSE,139874000,242239000,228574000,263579000,286026000,289618000,226153000,362785000,263756000.0,1999-12-31,9544932.0,16221277.0,16222189.0,20198941.0,17675732.0,15950923.0,16296553.0,22675626.0,15137169.0,17197035.0,17136609.0,19387499.0,22540663.0,25542484.0,18462804.0,19268615.0,19372197.0,21377714.0,23314348.0,16763718.0,15895968.0,17320020.0,13992219.0,11967973.0
DOW,35287335000,NYSE,703075000,485000000,-93000000,613000000,739000000,1661000000,1569000000,1736000000,1683000000.0,2019-04-30,49528249.0,81903222.0,89058728.0,102444754.0,100080392.0,91429841.0,89102061.0,122457569.0,83742487.0,117397745.0,90661013.0,113775362.0,133264665.0,137680463.0,126788934.0,115612948.0,137162016.0,119790988.0,105541001.0,131446329.0,106338217.0,126100432.0,118930671.0,110804962.0
DPZ,12341963000,NYSE,35094300,147676000,109380000,104770000,158302000,100504000,102493000,90964000,155685000.0,,11445447.0,9818348.0,9277369.0,16325409.0,13779340.0,12793550.0,13809928.0,20573121.0,17789178.0,12905332.0,9715082.0,13384818.0,19273608.0,17132433.0,11592600.0,12599602.0,10730887.0,11545756.0,11689445.0,11178121.0,8872187.0,11768463.0,7869955.0,9349092.0
DRI,16700925000,NYSE,120315000,194500000,315100000,286600000,187200000,193000000,281700000,247000000,193200000.0,1999-12-31,15653620.0,25849494.0,23885700.0,21596395.0,29691090.0,30725303.0,21904209.0,35716475.0,21215890.0,22362386.0,25409189.0,21718572.0,27891276.0,28510966.0,20594778.0,24313559.0,30512762.0,25504979.0,21053740.0,40698786.0,21254278.0,22921636.0,26979830.0,23267317.0
DTE,20295967000,NYSE,206176000,201000000,445000000,265000000,387000000,37000000,394000000,306000000,25000000.0,1999-12-31,22393481.0,29162736.0,22275897.0,19686322.0,37414865.0,21901601.0,21832577.0,32984214.0,24167745.0,18716158.0,27606832.0,34124687.0,47601695.0,27081889.0,19996667.0,15973434.0,20761783.0,25743655.0,18427720.0,26826799.0,24259871.0,18696367.0,20615604.0,22029514.0
DUK,68947534000,NYSE,770708000,-220000000,804000000,-636000000,1422000000,907000000,857000000,746000000,1405000000.0,1999-12-31,46088041.0,77047241.0,64567294.0,48943794.0,66063651.0,64297712.0,53756172.0,76819096.0,54975798.0,54326800.0,63503758.0,70508957.0,76194712.0,53302400.0,56224313.0,44800207.0,60045445.0,66838641.0,54283409.0,61262776.0,64622195.0,62479928.0,64532278.0,55773209.0
DVA,6808241000,NYSE,91300000,178691000,115547000,68103000,105366000,224809000,162122000,187473000,259754000.0,,25907576.0,16671967.0,15962583.0,11189208.0,12172652.0,17347176.0,9812702.0,15577640.0,14120062.0,11993125.0,13682277.0,19309511.0,20192930.0,14706348.0,16389675.0,16271882.0,30124817.0,16810571.0,11643183.0,16277520.0,13217608.0,12665681.0,19213817.0,19899965.0
DVN,31650583000,NYSE,640700000,690000000,995000000,1201000000,1893000000,1932000000,989000000,1506000000,838000000.0,1999-12-31,131324451.0,197323889.0,175100541.0,151619362.0,185303318.0,186612913.0,138407243.0,255327644.0,241826537.0,146486872.0,190546814.0,243285848.0,205717254.0,256093927.0,281886774.0,200371639.0,311184316.0,275340135.0,179294730.0,338099608.0,256696317.0,279755850.0,231566708.0,218110041.0
DXCM,30622493000,NASDAQ,387872000,115900000,48600000,91800000,101200000,50900000,97300000,-5300000,87300000.0,2005-05-31,77913242.0,95263554.0,90470682.0,56813208.0,58640420.0,56160941.0,39021410.0,52157074.0,51808357.0,50519323.0,52296848.0,55354823.0,73576930.0,49032165.0,61627984.0,51991034.0,49516656.0,25489521.0,13274751.0,18993536.0,15947554.0,20084695.0,18223917.0,14039090.0
EA,35527401000,NASDAQ,270912000,402000000,-12000000,204000000,299000000,311000000,225000000,66000000,294000000.0,,24968361.0,46062851.0,50468268.0,42941624.0,41213609.0,50898983.0,36096907.0,50004384.0,69747022.0,37895059.0,34715173.0,44771399.0,36554772.0,41418101.0,44950196.0,31703350.0,55352782.0,76034760.0,40851300.0,38341052.0,45890942.0,56993050.0,49839532.0,64082151.0
EBAY,22600708000,NASDAQ,532157000,171000000,567000000,672000000,-69000000,-531000000,-1341000000,1969000000,264000000.0,,61673255.0,106487651.0,104405824.0,125858496.0,103537266.0,99429425.0,87694024.0,118452308.0,95455138.0,89424023.0,112024868.0,128483838.0,133932810.0,121267350.0,114995548.0,97880556.0,162138490.0,184919871.0,100804150.0,191660906.0,140300309.0,131425095.0,169519423.0,152338184.0
ECL,47257211000,NYSE,285034000,329700000,233400000,591100000,347100000,308300000,171900000,654800000,324500000.0,1999-12-31,10987934.0,21408248.0,23844539.0,20123332.0,23284251.0,22442074.0,18293783.0,27703271.0,24871692.0,20372055.0,25373461.0,38488205.0,27394014.0,26691264.0,19845827.0,23451620.0,26357856.0,25222149.0,26368184.0,45567657.0,26963511.0,31214530.0,20634089.0,18503586.0
ED,30580963000,NYSE,344924000,226000000,1433000000,190000000,613000000,255000000,602000000,224000000,538000000.0,1999-12-31,30417539.0,35292465.0,39598026.0,34449646.0,40168903.0,44908347.0,29062048.0,48242507.0,35108436.0,33189147.0,33102845.0,39511016.0,40348214.0,32584842.0,31881116.0,33307798.0,38246470.0,41187376.0,35312233.0,37744578.0,39191982.0,62566303.0,47988148.0,45848636.0
EFX,22092055000,NYSE,122720000,138300000,112400000,108200000,165700000,200600000,221800000,122100000,205400000.0,,9934060.0,12614960.0,18830011.0,24285446.0,16532310.0,13362524.0,15795769.0,15656406.0,16683979.0,16992896.0,14565100.0,24800152.0,25380775.0,14572813.0,12881006.0,13340362.0,17651957.0,22302739.0,27566752.0,19463868.0,24469025.0,23896684.0,14893730.0,14134633.0
EG,16332341000,NYSE,43403600,670000000,365000000,496000000,-319000000,123000000,298000000,430707000,-73468000.0,1999-12-31,3311214.0,6755435.0,4610778.0,5526604.0,8260223.0,11902052.0,4372064.0,7764991.0,5646922.0,5110053.0,6114448.0,6796595.0,6927104.0,7194586.0,4469711.0,5166528.0,4928301.0,5011165.0,4738699.0,6479244.0,6219216.0,4781152.0,4993541.0,4522766.0
EIX,25354568000,NYSE,383289000,409000000,365000000,470000000,-74000000,292000000,136000000,689000000,-297000000.0,1999-12-31,28206563.0,39764748.0,30135313.0,27009741.0,32563020.0,35801144.0,26405592.0,49637255.0,38137732.0,42774291.0,36112963.0,39718492.0,44528476.0,45046607.0,34099856.0,29298344.0,37322248.0,45664917.0,32188515.0,45125545.0,38855238.0,51168817.0,42825948.0,52518802.0
EL,50172609000,NYSE,232297000,-32000000,155000000,397000000,490000000,51000000,570000000,1086000000,694000000.0,1999-12-31,21234470.0,40713701.0,72050512.0,45772035.0,52232767.0,66001274.0,24962232.0,27885516.0,31936708.0,28904683.0,35004691.0,54635281.0,39000758.0,30666501.0,27006911.0,21707302.0,33002413.0,45126598.0,27531550.0,37502247.0,29744460.0,34986428.0,23398064.0,28214478.0
ELV,109015474000,NYSE,235648000,1853000000,1989000000,949000000,1618000000,1653000000,1789000000,1137000000,1509000000.0,,16351401.0,21595761.0,19774888.0,32098411.0,32622458.0,20827723.0,23462900.0,27101528.0,19077803.0,25308611.0,19126258.0,26698029.0,22555153.0,18401212.0,16706559.0,19936809.0,23971451.0,26145079.0,22962691.0,31450818.0,20325161.0,24410415.0,22365928.0,22214461.0
EMN,8702010000,NYSE,118556000,272000000,134000000,1000000,301000000,256000000,235000000,378000000,351000000.0,1999-12-31,10447180.0,17606006.0,18594120.0,19582169.0,19945396.0,17988542.0,18978914.0,24199255.0,16821026.0,23747590.0,18102185.0,21516483.0,21931281.0,33051459.0,17262100.0,18502742.0,27338709.0,19978551.0,22118561.0,33736608.0,17436104.0,30497349.0,27148445.0,18425548.0
EMR,55064027000,NYSE,571500000,9352000000,792000000,2331000000,740000000,921000000,674000000,896000000,670000000.0,1999-12-31,32491910.0,52036677.0,62456416.0,44088488.0,64412919.0,66864770.0,71191756.0,78399528.0,70708365.0,76172856.0,70845924.0,79518267.0,69615688.0,61102429.0,56348571.0,49309526.0,65699904.0,72299562.0,53019955.0,85856572.0,69009138.0,60196592.0,61822098.0,66925034.0
ENPH,17332085000,NASDAQ,136355000,157191000,146873000,153753000,114812000,76976000,51821000,52591000,21809000.0,,48616590.0,67005299.0,74658693.0,92459627.0,71789073.0,76468706.0,93956592.0,82205266.0,92859256.0,90691619.0,67467516.0,76335565.0,92892508.0,82409219.0,69141357.0,77056286.0,56018290.0,51478489.0,57976723.0,64956871.0,81577326.0,62565311.0,47221730.0,42549725.0
EOG,78040441000,NYSE,582261000,1553000000,2023000000,2277000000,2854000000,2238000000,390000000,1985000000,1095000000.0,1999-12-31,35949455.0,57493316.0,57873081.0,57189122.0,81705436.0,74347196.0,56627507.0,107472071.0,77958999.0,58244835.0,79499032.0,81165520.0,77454177.0,71603976.0,79943496.0,78264871.0,108449236.0,89764189.0,67907252.0,124633607.0,89020097.0,100750304.0,82704065.0,97668019.0
EPAM,14211988000,NYSE,57961000,120033000,102292000,155039000,156054000,18604000,89719000,142279000,115656000.0,2012-03-30,4454476.0,8638462.0,10284299.0,9136997.0,18927069.0,15922618.0,7525997.0,11260595.0,9642343.0,6909727.0,6504309.0,9179252.0,8158509.0,7057195.0,11331827.0,7686363.0,12210746.0,22048280.0,13251680.0,50952801.0,24231302.0,12369732.0,27250114.0,6334791.0
EQIX,70305595000,NASDAQ,93565000,207030000,258786000,128763000,211807000,216322000,147453000,123274000,152216000.0,,3907987.0,7176775.0,8138817.0,7207828.0,11008767.0,10707755.0,6612158.0,10118637.0,7200325.0,7349845.0,9157235.0,10939312.0,10085269.0,10514026.0,8143437.0,8396221.0,13190584.0,11140097.0,7673069.0,10101905.0,10056171.0,9059975.0,8698306.0,10487050.0
EQR,22776033000,NYSE,379032000,139203000,212035000,159020000,323025000,224101000,70765000,526974000,431951000.0,,20927479.0,32035329.0,29083250.0,35858942.0,41759439.0,36380807.0,31382536.0,43273858.0,41138493.0,61053544.0,51436277.0,38949643.0,43799738.0,32999262.0,29080295.0,26782324.0,42707523.0,41647704.0,28395931.0,34077546.0,38210273.0,38705703.0,34561227.0,27736497.0
EQT,17889679000,NYSE,411257000,-66626000,1218548000,1711982000,683670000,891361000,-1516048000,1804752000,-1976812000.0,1999-12-31,68830220.0,104130799.0,111144099.0,124426445.0,130624305.0,155551208.0,113339231.0,147223505.0,159543769.0,131828287.0,130753533.0,117602837.0,165180000.0,265665507.0,139910137.0,144383742.0,173449347.0,189975504.0,199579747.0,249191263.0,184272225.0,161957471.0,139258699.0,125239395.0
ES,19618634000,NYSE,349086000,17302000,493039000,322044000,351289000,293742000,445326000,308578000,285046000.0,1999-12-31,43000996.0,50066093.0,44961308.0,40846888.0,46061823.0,44382667.0,29303806.0,49774683.0,31809497.0,29659703.0,30816257.0,34629626.0,38683308.0,34246028.0,30164549.0,27282067.0,32106003.0,35455624.0,26655406.0,50992647.0,47377306.0,31817104.0,27269538.0,24122775.0
ESS,14584326000,NYSE,64183000,99620000,153532000,185165000,92842000,57054000,73254000,136874000,118390000.0,,4850889.0,8149989.0,7006772.0,9873029.0,9682625.0,7634398.0,6910779.0,12636351.0,11184862.0,10312130.0,10421850.0,13563112.0,12098332.0,8735847.0,7923074.0,8633694.0,10833913.0,10952936.0,5042899.0,8655875.0,6268452.0,6097634.0,7163631.0,5083826.0
ETN,84440375000,NYSE,399000000,744000000,638000000,721000000,607000000,601000000,532000000,551000000,629000000.0,1999-12-31,25745397.0,46850415.0,42371172.0,38704765.0,47765281.0,46626475.0,37032387.0,53206884.0,37735105.0,32463980.0,30898365.0,41577273.0,43864933.0,38377858.0,31708815.0,31874220.0,39212594.0,54403315.0,38886114.0,43981145.0,44646550.0,39078131.0,35206137.0,31828510.0
ETR,20122153000,NYSE,211456000,391244000,310935000,106474000,560589000,159703000,276400000,245159000,535583000.0,1999-12-31,23055807.0,24171946.0,35830711.0,31012074.0,41187539.0,25456500.0,21886749.0,29534162.0,29024597.0,33086372.0,26274729.0,27279171.0,25527619.0,23734888.0,23148541.0,17775303.0,26203687.0,24382893.0,23333309.0,25620464.0,25423258.0,27066486.0,21866326.0,28423613.0
ETSY,8176741000,NASDAQ,123014000,61915000,74537000,109548000,-963068000,73123000,86109000,161557000,89930000.0,,45099014.0,74282786.0,78601510.0,57994300.0,69831031.0,88272195.0,50198953.0,82310337.0,63350575.0,56344492.0,54738514.0,83559223.0,70121284.0,56105394.0,64149985.0,96204075.0,82696482.0,140651640.0,80338677.0,80229648.0,92269199.0,68171845.0,45539001.0,55704445.0
EVRG,11473615000,NASDAQ,229702000,179100000,142600000,7500000,428200000,194500000,122500000,53400000,449400000.0,,29339928.0,38224131.0,34621190.0,20489330.0,27147129.0,24698569.0,21036475.0,34591809.0,25395504.0,28414370.0,42031494.0,62952406.0,27630232.0,22898280.0,19385948.0,19714135.0,30229610.0,24659415.0,20424122.0,30418486.0,39401992.0,31150223.0,21025224.0,26792882.0
EW,43326173000,NYSE,607916000,307100000,340500000,398400000,343500000,406400000,373600000,335300000,340100000.0,2000-04-28,53137731.0,69234794.0,76134525.0,63265516.0,57486806.0,53633411.0,54916214.0,85134789.0,73164229.0,62777173.0,103525412.0,133360237.0,85029669.0,60312877.0,53388469.0,48582925.0,56160010.0,66219540.0,59796174.0,55693624.0,51470477.0,56554304.0,54318403.0,49882038.0
EXC,39977947000,NASDAQ,995219000,343000000,669000000,432000000,676000000,465000000,597000000,391000000,1203000000.0,1999-12-31,81279942.0,100631541.0,105984300.0,116815935.0,124843258.0,156305027.0,114854405.0,197102691.0,149929114.0,107909157.0,164360150.0,178605940.0,184296869.0,165646432.0,145107746.0,108528775.0,137985877.0,146610241.0,145841864.0,180634456.0,245428318.0,179807336.0,124352502.0,101379636.0
EXPD,17590868000,NASDAQ,147897000,196800000,226011000,219276000,414209000,377805000,346109000,452832000,359068000.0,,14898150.0,21875841.0,20688289.0,16619602.0,25901251.0,31911520.0,19526195.0,31018346.0,28729230.0,29139833.0,28930368.0,41748738.0,27648896.0,34290397.0,24444264.0,24301702.0,26581135.0,36003454.0,31261788.0,31306924.0,26657891.0,27527050.0,24245154.0,26471649.0
EXPE,14289189000,NASDAQ,137841000,385000000,-145000000,177000000,482000000,-185000000,-122000000,386000000,376000000.0,,20920686.0,45320084.0,67790131.0,38998236.0,61117314.0,59094492.0,39579499.0,61415861.0,58128327.0,46706516.0,51589442.0,57151549.0,46744761.0,55169604.0,66122509.0,44604671.0,72159796.0,109260240.0,44853280.0,78280347.0,72966195.0,42799387.0,52827356.0,69840374.0
EXR,26107490000,NYSE,211276000,202410000,196304000,204260000,220719000,232130000,203579000,268427000,188276000.0,2004-09-30,14327472.0,24980057.0,46583310.0,54766398.0,23647919.0,21295278.0,43674031.0,21797400.0,22463382.0,19759833.0,21228253.0,25522991.0,16247258.0,18293330.0,15660874.0,8474826.0,15330225.0,18762085.0,12041372.0,17184835.0,13226707.0,15184589.0,13950577.0,14783093.0
F,47666557000,NYSE,3931370000,1917000000,1757000000,1289000000,-827000000,667000000,-3110000000,12282000000,1832000000.0,1999-12-31,575006898.0,920815270.0,1042520016.0,1170695260.0,1251191738.0,1395646011.0,1054299630.0,1809438601.0,1379035149.0,1101986533.0,1116350742.0,1037763587.0,1433732660.0,1619727852.0,1455374340.0,1247848605.0,1143903229.0,1359365004.0,1338949626.0,1747233463.0,1819363112.0,2903762712.0,1850349357.0,2273646809.0
FANG,29935921000,NASDAQ,178818000,556000000,712000000,1007000000,1184000000,1416000000,779000000,1002000000,649000000.0,,30640541.0,38759790.0,42247322.0,39409786.0,38717402.0,43732774.0,34386189.0,61680921.0,49065109.0,38742980.0,62243085.0,56069087.0,47748864.0,49508456.0,61617561.0,48861342.0,77066530.0,66379245.0,37977837.0,69636379.0,55716484.0,59373698.0,52216419.0,69830428.0
FAST,34215674000,NASDAQ,571333000,298000000,295100000,245600000,284600000,287100000,269600000,231200000,243500000.0,1999-12-31,60763481.0,56251513.0,52804620.0,78553763.0,72230411.0,53145578.0,70365704.0,72798396.0,57313082.0,76051362.0,70897069.0,66066258.0,85061736.0,76618909.0,59650748.0,73332751.0,66142044.0,72470029.0,72647718.0,81540670.0,65263046.0,72455813.0,62202142.0,57149832.0
FCX,51395990000,NYSE,1433640000,343000000,663000000,697000000,404000000,840000000,2281000000,3224000000,1399000000.0,1999-12-31,140537168.0,174820571.0,213538359.0,253832472.0,259881107.0,276246730.0,237406781.0,325654776.0,209153982.0,269148448.0,237385763.0,313678030.0,339717440.0,367705927.0,348995647.0,491819629.0,434704696.0,411736254.0,328953654.0,428903272.0,359611296.0,426363130.0,326153618.0,396839129.0
FDS,17086065000,NYSE,38146200,134663000,131593000,136798000,104422000,74910000,109938000,107647000,101062000.0,,3146259.0,6029731.0,5342937.0,6774585.0,7595319.0,5639460.0,3850787.0,7266995.0,3083653.0,4648572.0,5665456.0,4859396.0,5179358.0,6653057.0,4491061.0,4138167.0,6428022.0,5943904.0,5644023.0,7575591.0,4924150.0,5801263.0,12153682.0,4265363.0
FDX,62241534000,NYSE,251420000,1078000000,1538000000,771000000,788000000,875000000,558000000,1112000000,1044000000.0,,25338556.0,42661391.0,36050810.0,38532452.0,56521812.0,32411477.0,39866216.0,58554885.0,34136317.0,35374849.0,55328993.0,56265322.0,86367693.0,116962396.0,34931808.0,32275212.0,71353657.0,49045202.0,45872445.0,66561822.0,45774338.0,43913374.0,51038914.0,42417092.0
FE,20732768000,NYSE,573362000,235000000,292000000,-403000000,334000000,187000000,288000000,427000000,463000000.0,1999-12-31,55687871.0,77390226.0,73658708.0,46137147.0,75264487.0,110647617.0,58401302.0,87099775.0,75844962.0,82248405.0,61444869.0,64300245.0,91666665.0,92641102.0,79451204.0,54639313.0,103859542.0,71910185.0,67269676.0,114890298.0,91859909.0,83353920.0,67638458.0,72278340.0
FFIV,9129628000,NASDAQ,59306000,88976000,81436000,72402000,89346000,83019000,56236000,93559000,110718000.0,1999-12-31,5529275.0,6910118.0,8677989.0,14419109.0,11352458.0,12604232.0,14073127.0,9843729.0,10422636.0,11767333.0,8649833.0,11109606.0,13464916.0,10325343.0,8869167.0,14984161.0,7692949.0,13113274.0,12622970.0,10586313.0,11923000.0,18424717.0,9455526.0,9488473.0
FI,69240070000,NYSE,609615000,683000000,563000000,782000000,481000000,598000000,669000000,333000000,428000000.0,,30054058.0,47239962.0,43056745.0,53087585.0,100427493.0,71123647.0,57618765.0,98749256.0,71189505.0,56278592.0,59475640.0,88377769.0,87569509.0,95240178.0,70054017.0,70374956.0,64880693.0,67221448.0,58707555.0,77525777.0,88853250.0,83650190.0,81566135.0,119892125.0
FICO,22038393000,NYSE,24857200,128758000,101550000,97643000,90699000,93500000,104383000,84959000,85720000.0,1999-12-31,2058108.0,3645741.0,3348998.0,3307972.0,4097134.0,4680501.0,3796544.0,10379905.0,3515811.0,3871108.0,3638034.0,5716971.0,4982824.0,4459876.0,3011157.0,3275695.0,4156855.0,6884153.0,6189286.0,5652095.0,4856887.0,6115487.0,7674710.0,8106475.0
FIS,31163660000,NYSE,592465000,-6596000000,140000000,-17366000000,249000000,277000000,120000000,291000000,158000000.0,2001-07-31,55238479.0,98177624.0,79136475.0,109039003.0,114954201.0,98933063.0,98573504.0,182297700.0,122262160.0,107653884.0,143241425.0,196516399.0,102548559.0,114395650.0,83744755.0,54467686.0,71947875.0,75350633.0,71291908.0,87694722.0,89958887.0,85101157.0,87972008.0,103669576.0
FITB,16811150000,NASDAQ,680889000,601000000,558000000,737000000,653000000,562000000,494000000,663000000,704000000.0,,61797621.0,115120341.0,102628076.0,104742455.0,123325608.0,181731321.0,136905904.0,356303852.0,80813495.0,116715623.0,105091731.0,85740555.0,109279284.0,93573255.0,76736776.0,101581121.0,98113241.0,118466753.0,132519588.0,160892678.0,118805729.0,125898820.0,101656840.0,85478828.0
FLT,18484912000,NYSE,73957000,239702000,214835000,225319000,248885000,262171000,217952000,225004000,234007000.0,,4967539.0,8125561.0,10804600.0,8569789.0,8994386.0,13661906.0,9597941.0,16633814.0,12963669.0,7941893.0,10190542.0,12751907.0,16147370.0,11544109.0,12874608.0,9783887.0,13320357.0,12692233.0,9958927.0,9730579.0,13625435.0,12137157.0,12609945.0,14521398.0
FMC,8010418000,NYSE,124734000,30500000,196000000,273900000,121000000,134200000,207400000,190700000,159700000.0,1999-12-31,19441246.0,44538606.0,29371840.0,31268491.0,23284665.0,23147657.0,14254407.0,18746254.0,16580590.0,13575436.0,15229640.0,16618424.0,19210848.0,17251537.0,15918324.0,14732099.0,18553254.0,24724006.0,18378435.0,30182734.0,16576566.0,14274079.0,18735407.0,18655151.0
