Ticker,Market Cap,Exchange,Outstanding Shares,Q1_NetIncome,Q2_NetIncome,Q3_NetIncome,Q4_NetIncome,Q5_NetIncome,Q6_NetIncome,Q7_NetIncome,Q8_NetIncome,Month1_Volume,Month2_Volume,Month3_Volume,Month4_Volume,Month5_Volume,Month6_Volume,Month7_Volume,Month8_Volume,Month9_Volume,Month10_Volume,Month11_Volume,Month12_Volume,Month13_Volume,Month14_Volume,Month15_Volume,Month16_Volume,Month17_Volume,Month18_Volume,Month19_Volume,Month20_Volume,Month21_Volume,Month22_Volume,Month23_Volume,Month24_Volume
LITE,2636442000,NASDAQ,67000000,-60200000,-39300000,-31700000,-400000,34700000,26000000,56700000,81500000,16403597,25573573,41339057,28916710,52902677,32191064,20535412,21901560,22838523,13326289,20735239,32008655,15107181,16846854,19498707,10911764,18689957,26062456,13957962,25644169,23124613,16512488,20148254,16268502
LLYVA,None,NASDAQ,0,253000000,15000000,562000000,391000000,622000000,240000000,-231000000,328000000,2317033,3176984,,,,,,,,,,,,,,,,,,,,,,
LLYVK,None,NASDAQ,0,253000000,15000000,562000000,391000000,622000000,240000000,-231000000,328000000,,,,,,,,,,,,,,,,,,,,,,,,
LNC,3969529000,NYSE,169638000,511000000,-881000000,37000000,-2574000000,840000000,1482000000,220000000,318000000,28293995,90961478,47514870,47025579,56980196,81530194,65072232,98610138,71365511,58714222,70826081,66211629,33770848,38077845,42275010,28003042,35282653,38081270,20552616,37855252,36853405,28574111,28784229,36105448
LNG,42238960000,NYSE MKT,240623000,1369000000,5434000000,3937000000,-2385000000,741000000,-865000000,-1323000000,-1084000000,23536598,27592491,30550534,24381948,36351384,36910476,23741584,45358683,35471716,44133390,35740878,48362680,51632886,71196639,55090153,43952556,52940290,45555404,41489333,63326977,44711538,36078117,34483815,33386164
LOPE,3574295000,NASDAQ,30274900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LPLA,17614756000,NASDAQ,75684000,285520000,338884000,319082000,232331000,160545000,133744000,108081000,103064000,6222334,10272720,11898466,15567702,15459796,19330170,16694602,30938921,13843283,12207877,16292401,26688218,22408008,17849215,16899880,10918203,13801353,23226488,25627548,15026258,13193610,12795748,7920188,7660208
LPX,3893751000,NYSE,72106000,-20000000,21000000,-8000000,226000000,384000000,484000000,194000000,365000000,,,,,,,,,,,,,,,,,,,,,,,,
LSCC,10197181000,NASDAQ,137837000,50644000,55923000,51913000,46359000,44532000,36078000,28532000,26739000,27185538,27042945,38145513,33558700,41960160,69064212,30708351,37561388,40716579,22689337,24898732,43754687,27584681,30306343,28725206,27713209,49569795,39823074,30345894,24866253,26303227,27514021,20563495,23125370
LSTR,6110546000,NASDAQ,35946500,66559000,78195000,93302000,100218000,112555000,124839000,113315000,98675000,3156181,4395666,4589734,4478052,5672074,4552832,4717173,5640671,5391788,5481530,5961405,6596422,7092005,7962430,5438671,5827350,5741799,7571003,9630329,5975547,6800158,7738370,5553073,5826304
LSXMA,8241284000,NASDAQ,98127000,253000000,15000000,562000000,391000000,622000000,240000000,-231000000,328000000,,,,,,,,,,,,,,,,,,,,,,,,
LSXMK,8237999000,NASDAQ,218680000,253000000,15000000,562000000,391000000,622000000,240000000,-231000000,328000000,14695506,32030428,33794861,30767597,22647508,23904538,21815221,38445112,21528133,11885310,15096682,22014599,14355198,18069865,17934698,16775861,23553119,25256026,12982640,24077369,21842893,14161951,17222040,18540274
LYFT,3889417000,NASDAQ,377635000,-114262000,-187649000,-588132000,-422201000,-377246000,-196932000,-283173000,-99714000,,,,,,,,,,,,,,,,,,,,,,,,
M,3113955000,NYSE,273634000,-22000000,155000000,509000000,108000000,275000000,286000000,743000000,239000000,128782620,225850534,290322189,170279136,284072027,287281433,205859813,259913249,157121804,187596364,168150303,252310768,213214035,241567881,285932047,219306998,284573695,366324209,247174775,285896816,280406722,272652935,396958783,414857045
MAN,3445893000,NYSE,49581200,65200000,77800000,48700000,111300000,122200000,91600000,111100000,97700000,4416750,8055296,6878198,9097847,7443999,9286795,6901246,7518130,5646367,5908747,6749377,6733931,9793174,10031033,7467534,9873630,9365077,8354777,9944673,11110905,7837440,8048872,8819273,7352189
MANH,12103119000,NASDAQ,61669000,39620000,38791000,37868000,29674000,30825000,30592000,20582000,36654000,,,,,,,,,,,,,,,,,,,,,,,,
MASI,4225448000,NASDAQ,52818000,15700000,21300000,18100000,46600000,68258000,57771000,50235000,53375000,11953808,22073294,21162853,24619329,9541612,11636343,5841351,7129004,5626156,8691702,9906040,14640731,15291508,16795085,27774577,13249084,13287562,28016289,17224579,21984588,24113862,9440762,5045223,4974559
MAT,7451087000,NASDAQ,354139000,27187000,-106471000,16137000,289882000,66440000,21454000,225833000,795076000,,,,,,,,,,,,,,,,,,,,,,,,
MCW,1759392000,NYSE,312503000,27132000,21136000,17756000,23997000,35659000,35488000,36305000,27366000,23048366,27623931,51105881,22174248,29409566,27756632,26177338,28972241,27867772,21117155,20439888,36034315,38415429,69427889,33313889,20678607,24766077,30750095,13838086,21371868,16181268,17700468,30676710,17902607
MDB,25541368000,NASDAQ,71345000,-37597000,-54246000,-64398000,-84841000,-118865000,-77294000,-84448000,-81293000,13686179,27749114,29810084,27460247,51761596,38770928,28479887,45865927,26443843,32623840,53915192,42792764,40338675,51293590,24884893,31489509,39875364,43230353,19860720,38093097,18324751,28586470,22899189,13882254
MDU,3850794000,NYSE,203638000,130692000,38353000,117088000,147971000,70667000,31763000,86534000,139276000,,,,,,,,,,,,,,,,,,,,,,,,
MEDP,7015996000,NASDAQ,30562800,61068000,72894000,68670000,66027000,49360000,61311000,50034000,48574000,3032371,6114405,4943322,6996477,10364694,5559987,8275310,8448563,6938942,4991660,5500430,6815473,12273262,10027911,5546578,6554704,7528795,7833620,5384132,6237910,10915470,5115659,3676619,2982687
MIDD,6349275000,NASDAQ,53603000,116850000,99089000,133197000,104369000,113248000,85755000,102678000,175966000,,,,,,,,,,,,,,,,,,,,,,,,
MKL,19622572000,NYSE,13264500,695511000,488652000,689710000,65369000,-915796000,-51741000,871129000,188070000,583691,838629,802991,533774,794371,672152,670885,1035646,799923,673000,646686,759467,991895,1065858,1151577,1209915,911612,1110915,1075983,1968336,910050,954118,965738,776764
MKSI,5292859000,NASDAQ,66863000,-1769000000,-42000000,54000000,6000000,130000000,143000000,150000000,132000000,7985850,10357994,13236451,12484521,14074452,16079029,8910267,13965558,13294450,14149745,17702528,20282211,12638428,14165988,13568877,10541144,12962475,10750948,16659289,12408862,9688384,10896035,8898469,9747030
MORN,9662342000,NASDAQ,42653700,36100000,-7600000,3300000,-9000000,30100000,46100000,56500000,49000000,,,,,,,,,,,,,,,,,,,,,,,,
MP,3830112000,NYSE,177649000,7395000,37447000,67007000,63177000,73269000,85551000,48989000,42763000,35988517,59219021,59555740,62023316,67893821,53105946,49319449,52538956,38346952,35838447,49804012,37603737,33813583,48987842,46888712,62366776,60039701,57228323,53220287,81194744,57411980,52617062,48868798,58492607
MPW,2776576000,NYSE,598400000,-42037000,32794000,-140474000,221793000,189597000,631681000,206536000,171137000,161698872,269030390,361563343,166160850,242711204,322593228,225771055,479471670,316841649,247568575,319946195,245787097,417052169,279575452,178440822,101230381,197960787,113972574,115120694,118089660,102849062,86413848,96075695,57840210
MRCY,2283096000,NASDAQ,59301000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRTX,3910121000,NASDAQ,70137000,-176913000,-184586000,-202475000,-173561000,-176445000,-188386000,-199620000,-80054000,70386939,29228198,34470785,19817536,22267010,23265713,17888764,25700716,19925169,27020405,62286871,30933413,14907643,18547246,21506953,20259682,46198091,32222360,12914127,13868659,18664811,11588788,9933170,14035441
MRVI,2579210000,NASDAQ,131924000,-6541000,-67000,37634000,44469000,71240000,66862000,55830000,53962000,,,,,,,,,,,,,,,,,,,,,,,,
MRVL,43735331000,NASDAQ,862800000,-207500000,-168900000,-15400000,13300000,4300000,-165700000,6200000,-62600000,109620235,171942461,282317123,198365892,307477634,431595617,194167530,335203511,186942541,228939190,236738624,245386606,271144530,218682447,225270478,182430301,212960090,240799092,192510118,256158257,203019099,266296791,268630765,132124267
MSA,5932471000,NYSE,39300900,67090000,-150173000,51489000,44906000,47693000,35542000,-61476000,21180000,1634946,2300654,3092742,3238491,4041232,2857708,1663103,2697330,1991222,2797484,2065185,2367152,2385729,1781480,1727534,1966861,2471922,4209119,2948769,1908782,1518271,1671472,1968392,1607852
MSGS,4226025000,NYSE,19363800,-9257000,52379000,22491000,-17820000,27188000,24503000,15845000,-16405000,,,,,,,,,,,,,,,,,,,,,,,,
MSM,5595259000,NYSE,57240000,95180000,79140000,81314000,104131000,99657000,69931000,66067000,65934000,6591169,8772020,8047025,8462905,9883058,6471320,9260563,6810893,6563701,7833952,6199399,6445851,7925508,7003996,6961056,7433597,8707467,9953946,7223513,12634202,7866042,9085139,8334008,6317679
MTG,4895446000,NYSE,282321000,191054000,154547000,191443000,249625000,249268000,175013000,173934000,157977000,,,,,,,,,,,,,,,,,,,,,,,,
MTN,8222627000,NYSE,38149500,-128566000,325006000,208679000,-136971000,-108686000,372550000,223391000,-139332000,6893219,16277156,5164647,5669879,9280111,5886202,7331169,13105468,5696045,6880003,9736359,9838492,10288140,10418275,5754915,7054963,8182461,8327369,6747472,12474659,8364169,9747095,7299415,5368850
MTZ,5047066000,NYSE,78860000,15542000,-80540000,3224000,48896000,16212000,-34978000,76644000,111087000,13938303,18011490,18631938,11209301,14364678,16654383,8713207,15478053,12550496,10910257,14449792,17632287,16019070,15056786,11580777,14763441,16870345,15976335,11508997,17442405,12300934,11351305,11958055,16021354
MUSA,7829058000,NYSE,21453000,132800000,106300000,117700000,219500000,183300000,152400000,108800000,104000000,,,,,,,,,,,,,,,,,,,,,,,,
