Ticker,Market Cap,Exchange,Outstanding Shares,Q1_NetIncome,Q2_NetIncome,Q3_NetIncome,Q4_NetIncome,Q5_NetIncome,Q6_NetIncome,Q7_NetIncome,Q8_NetIncome,Month1_Volume,Month2_Volume,Month3_Volume,Month4_Volume,Month5_Volume,Month6_Volume,Month7_Volume,Month8_Volume,Month9_Volume,Month10_Volume,Month11_Volume,Month12_Volume,Month13_Volume,Month14_Volume,Month15_Volume,Month16_Volume,Month17_Volume,Month18_Volume,Month19_Volume,Month20_Volume,Month21_Volume,Month22_Volume,Month23_Volume,Month24_Volume
PATH,8722098000,NYSE,484285000,-60361000,-31901000,-27689000,-57724000,-120378000,-122561000,-63110000,-122787000,90156700,185456657,134501949,152141216,256685843,256457977,83829210,179516538,100857059,111725349,135080081,134719895,125297998,229501925,98547329,85991699,192561252,146652012,176640066,174882304,83266229,89869441,120262309,89507431
PB,4929803000,NYSE,93722000,86938000,124694000,137880000,135820000,128490000,122326000,126787000,128590000,,,,,,,,,,,,,,,,,,,,,,,,
PCOR,9653636000,NYSE,142384000,-52881000,-63447000,-71184000,-71205000,-73123000,-71419000,-50972000,-50742000,13478349,23468693,23873706,17440953,19963629,29173441,18130914,26134624,25016768,11188888,13106457,16979332,18273932,22047368,17686680,9953445,18583960,24458205,13733741,29327909,21458979,15258229,26894151,13670832
PCTY,10963332000,NASDAQ,55921000,37254000,57616000,15600000,30352000,15146000,34846000,9853000,30932000,,,,,,,,,,,,,,,,,,,,,,,,
PEGA,3384031000,NASDAQ,83248000,-46804000,-20774000,34613000,-93520000,-286296000,-379000,-37246000,-56468000,2636562,4653059,5356314,7107752,5821473,6214443,5937043,6522997,8799594,7425809,7098224,9687431,7627263,10285177,12404201,10659995,10445514,18755139,8484254,11547991,11174721,8128378,7534628,6005226
PEN,7954860000,NYSE,38436700,18960000,8562000,3877000,-2271000,-3687000,79000,-24633000,8850000,,,,,,,,,,,,,,,,,,,,,,,,
PENN,3047929000,NASDAQ,150477000,78400000,514500000,20800000,123500000,26100000,51700000,45000000,86100000,49653524,86864922,176303702,67991889,56354865,76456798,32128575,56300375,42488640,41608427,48392588,57649468,72102090,112544413,64840510,54724091,87954837,108128564,74321656,91165889,94577223,91426252,96288314,167105105
PFGC,8755506000,NYSE,156181000,150100000,80300000,71100000,95700000,76000000,23400000,8400000,4700000,12554323,18855072,20741909,15296894,21303197,22590599,16005440,26816159,26966050,23672934,25640699,25206578,18834604,20710408,23010964,23152151,57034071,34374737,24415424,34310102,38011367,26442048,32443333,28530422
PHIN,None,NYSE,0,35000000,19000000,41000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PII,5378038000,NYSE,56688000,134300000,113400000,195500000,186300000,-4600000,69900000,86800000,114600000,6674425,14517691,11847496,13902030,12094382,10653668,12265006,12979075,10265416,11290118,13082799,12318116,14276621,11671819,9580836,12431732,12732010,16801674,15902026,18899015,13276275,17286246,12430232,11208232
PINC,2394637000,NASDAQ,119171000,21463000,46801000,64374000,42959000,29903000,39069000,77232000,121306000,,,,,,,,,,,,,,,,,,,,,,,,
PINS,17835561000,NYSE,581878000,-34942000,-208579000,17491000,-65181000,-43076000,-5281000,174699000,93996000,109064129,226408035,236504018,187633363,224294045,277445895,226755035,247646909,295512328,204999390,226235249,251721486,338986013,299550756,363159501,324299448,320511134,382398883,267038572,230078297,341117054,254093798,211452544,218354547
PK,2541335000,NYSE,215733000,-150000000,33000000,34000000,35000000,150000000,-57000000,-67000000,-86000000,31673334,55496448,76430649,53823395,74649532,94076391,50831609,79834479,61319485,64678064,73255868,58038396,68322560,88139044,56397599,65466313,90403907,97992648,56811705,69501427,60837572,67759375,86831688,87024259
PLNT,4768465000,NYSE,84561000,41135000,22705000,33683000,26913000,22342000,16464000,5740000,17443000,,,,,,,,,,,,,,,,,,,,,,,,
PLTK,3578834000,NASDAQ,366496000,75700000,84100000,87500000,68200000,36400000,83200000,102300000,80500000,12994626,27612149,26298184,18039873,32546630,20546952,26876620,29179953,19902697,18806018,24271837,28306724,45370044,77166018,46541990,38663659,50839443,43730894,27641511,52708887,43191315,30799404,20562180,34647136
PLTR,37355770000,NYSE,2047250000,28127000,16802000,30878000,-123875000,-179329000,-101379000,-156188000,-102137000,,,,,,,,,,,,,,,,,,,,,,,,
PLUG,3948936000,NASDAQ,601972000,-236398000,-206561000,-223465000,-170758000,-173296000,-156489000,-192914000,-106671000,395412545,301876931,468364543,546333094,542238818,528275469,443565739,433971390,281345357,383249929,324968284,362526120,378864288,357229570,580204069,433789393,410867826,545705652,404712286,491366793,364228082,476161385,380709422,505258986
PNFP,4992386000,NASDAQ,76759000,197299000,137271000,137847000,148658000,145127000,129110000,133528000,136577000,7436412,9967036,10091684,14345820,14703347,15393691,12466223,26407779,10539035,12211052,8584793,5757767,12572949,8593842,6768487,10117704,9630190,9137794,9327185,8744936,7643568,11861857,7957741,5633628
POST,5005233000,NYSE,61219000,89600000,54100000,91900000,83900000,170200000,523300000,-20800000,29900000,,,,,,,,,,,,,,,,,,,,,,,,
PPC,5846345000,NASDAQ,236790000,60456000,5187000,-154976000,258352000,362116000,280438000,36754000,60725000,13918481,13945381,14169170,20041002,20337177,17694884,12865359,18114843,19468182,15885541,16228698,14992089,15924213,18596702,14802665,13950998,19943502,24893079,21198071,31355462,27435065,9144184,7692237,9415882
PRGO,4015875000,NYSE,135397000,8400000,-3000000,-23700000,-49400000,-65100000,-2400000,9600000,-58900000,,,,,,,,,,,,,,,,,,,,,,,,
PRI,7320033000,NYSE,35766800,144504000,125106000,131840000,51807000,127956000,115039000,34868000,112456000,1957240,3033807,2920698,2179924,3521083,2509375,2349940,5377391,3510854,2190484,2417376,2578717,2658562,4009541,3233270,2493538,3360787,4283855,2872569,4200507,4922193,3354104,2650327,2506040
PSTG,10556591000,NYSE,311956000,-7115000,-67401000,74471000,-787000,10922000,-11535000,14943000,-28731000,26238051,71075009,77731415,64219542,114305886,98222973,87379355,156038127,95786067,87596215,83643398,82239226,65703947,92140534,61520744,51711870,101688387,84740207,66085147,109865727,49720523,84523661,79589789,93276252
PTON,1731484000,NASDAQ,338990000,-241800000,-275900000,-335400000,-408500000,-1255300000,-757100000,-439400000,-376000000,,,,,,,,,,,,,,,,,,,,,,,,
PVH,4523408000,NYSE,60425000,94200000,136000000,138700000,-186700000,115300000,133100000,390800000,279700000,11598798,15011055,19955731,16093755,24395962,19310586,15684718,29094967,17265715,19883368,24508052,21314007,22102733,46694574,25012242,21793029,32374734,38345495,32389408,43101320,20747176,26027234,22820066,16070324
PYCR,4349910000,NASDAQ,177104000,-29360000,-7340000,-27463000,-29052000,-23819000,-16698000,-25464000,-53657000,7094131,10674840,13646937,6299815,10184756,13836655,6656103,10158015,10204170,9171980,13528743,10871215,8785336,14922037,11972917,7324511,12193360,9937148,6629806,11897010,10237753,12477370,10927337,9308731
QDEL,4587848000,NASDAQ,66791000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QGEN,8561389000,NYSE,228182000,80786000,85035000,88844000,82394000,96661000,155312000,129186000,133139000,15393623,24524548,32608162,21456935,24321744,20139690,16008597,16617008,13249908,12161366,13363486,22345304,33746534,19940184,16222731,22154724,19507583,17585657,14324111,19520188,13046678,16229664,12562572,24335004
QS,2944933000,NYSE,420056000,-116521000,-104647000,-109066000,-117660000,-94829000,-90352000,-67226000,15351000,,,,,,,,,,,,,,,,,,,,,,,,
