Ticker,Market Cap,Exchange,Outstanding Shares,Q1_NetIncome,Q2_NetIncome,Q3_NetIncome,Q4_NetIncome,Q5_NetIncome,Q6_NetIncome,Q7_NetIncome,Q8_NetIncome,Month1_Volume,Month2_Volume,Month3_Volume,Month4_Volume,Month5_Volume,Month6_Volume,Month7_Volume,Month8_Volume,Month9_Volume,Month10_Volume,Month11_Volume,Month12_Volume,Month13_Volume,Month14_Volume,Month15_Volume,Month16_Volume,Month17_Volume,Month18_Volume,Month19_Volume,Month20_Volume,Month21_Volume,Month22_Volume,Month23_Volume,Month24_Volume
SOFI,7714926000,NASDAQ,950114000,-47549000,-34422000,-40006000,-74209000,-95835000,-110357000,-111012000,-30047000,314077731,467618958,745056036,953120319,1501492522,1208928179,495075204,754329466,704094086,908411018,637796527,1284184592,724657036,823219490,1305415380,431047568,802702714,1165530910,959677878,1420984256,1129347858,1484128773,718419327,686431376
SON,5111354000,NYSE,97956000,114649000,148319000,97203000,122229000,131672000,115333000,65157000,111140000,6380181,8194962,10029181,15056647,12522246,10789290,7015413,11950605,8627157,8403220,8275018,10660696,11970520,11152086,11089909,9523511,10646851,11335724,12864673,15694274,12460670,10767003,17769164,9164359
SPB,2721554000,NYSE,35673800,1859200000,-53700000,-20900000,14800000,32700000,15900000,8200000,50200000,6692841,11588792,15290458,13192498,14123577,24436971,10914541,15547320,11741027,11865500,15717622,11392244,12080750,16683961,8757302,8241535,5350931,7190143,5518144,7210735,9819999,8156006,7098811,13068700
SPLK,24924254000,NASDAQ,168521000,-63248000,-196420000,268840000,-32620000,-209712000,-304322000,-140823000,-343322000,,,,,,,,,,,,,,,,,,,,,,,,
SPOT,29894447000,NYSE,194676000,-329550414,-225000000,-270000000,-166000000,-125000000,131000000,-39000000,2000000,20270531,28197154,38403123,58876890,32761189,31360430,31501745,34723554,42876750,47397039,34780696,35445721,54265995,28042012,26536009,42495167,47344277,52678942,53728123,43432068,65020353,39909240,26387236,30335348
SPR,2338469000,NYSE,105289000,-206300000,-281200000,-243100000,-127600000,-122200000,-52800000,-120300000,-113600000,,,,,,,,,,,,,,,,,,,,,,,,
SQ,26947058000,NYSE,549441000,-122506000,-16838000,-113823000,-14711000,-208014000,-204199000,-76829000,84000,168400809,233903437,240806860,168979068,181119793,253966867,226889530,483018972,257780260,252710326,204388964,330199525,286703571,287882836,330093510,266166568,392723906,500419402,281535550,514733178,493989025,314647475,215961215,153834388
SRC,4716216000,NYSE,141331000,54181000,96173000,70080000,76640000,82740000,56056000,44369000,40878000,18028512,23277315,16925823,12947596,13272307,13784727,12658170,21194911,20379034,12987383,16949601,13271107,16169383,22639828,14950990,18261403,19257995,19041617,14295355,20949177,20232186,17245336,22591926,12055047
SRCL,3921065000,NASDAQ,92522000,-49500000,11200000,31800000,28000000,10500000,-14200000,-17200000,-66000000,,,,,,,,,,,,,,,,,,,,,,,,
SRPT,10540515000,NASDAQ,93279000,-23940000,-516755000,-109244000,-257738000,-231481000,-105025000,-121981000,-48144000,13452154,16312962,22271477,17992264,28062348,43890917,23810772,48716294,18342730,20777658,16340084,20801531,21285657,25674715,26120199,19905727,15074578,17162409,13732247,17754674,12747453,30867109,17532272,19207027
SSNC,12597908000,NASDAQ,248088000,130700000,126000000,207500000,160000000,110600000,172100000,250900000,184400000,,,,,,,,,,,,,,,,,,,,,,,,
SSRM,2880754000,NASDAQ,203871000,74866000,29813000,93884000,-25793000,58488000,67563000,127435000,57060000,15271750,15718744,23238574,21407643,31436775,34423522,29913803,39068616,31598956,27122390,30627035,28859887,34392247,35720466,43192653,49209784,69709699,44775482,37804719,57431030,38412331,24481983,30786471,34517882
ST,5449086000,NYSE,152422000,49111000,86417000,113150000,140253000,34841000,22441000,111972000,84959000,19971200,64246821,23681312,25387040,17776768,22117843,22055875,18671888,17656855,23643730,30388952,24022664,35641445,35029101,25612148,29019439,18800840,21738015,36704542,52417763,23390911,23140493,17551095,15141547
STAG,6051717000,NYSE,179664000,51606000,49466000,29794000,63330000,32376000,52826000,86293000,48516000,,,,,,,,,,,,,,,,,,,,,,,,
STWD,5903159000,NYSE,312777000,168843000,51974000,140027000,194562000,212287000,324599000,91449000,128602000,33455356,49608656,46422935,55910525,73271667,76410483,67205983,180246024,39469676,44594801,53352465,42127996,75697651,60541791,35455981,40534242,59271562,50847846,42068225,52888835,42068079,52304071,84347370,33853629
SUI,13685055000,NYSE,124419000,89800000,-30100000,15700000,162600000,74000000,700000,67927000,231700000,,,,,,,,,,,,,,,,,,,,,,,,
SWAV,7085844000,NASDAQ,36750400,28862000,39125000,140911000,35003000,25561000,14521000,12942000,1948000,7767945,10237673,14899085,8160703,14278732,13338708,13758498,9068319,10913989,9429937,8827577,10411842,9479022,10288993,13498558,8448582,18290130,13080200,8792043,8538094,7295782,11539866,7579164,6841306
SWN,7952541000,NYSE,1101460000,231000000,1939000000,2901000000,450000000,1173000000,-2675000000,2361000000,-1857000000,400053825,340763561,416947780,410270688,470514473,472581887,367071917,653582419,559378617,417161488,454864380,535831428,639139716,703771113,736935732,881633054,1092896813,645761598,669839211,935015891,441424895,394798856,684354764,432046794
TDC,4400595000,NYSE,99900000,17000000,40000000,-7000000,8000000,-4000000,36000000,33000000,17000000,,,,,,,,,,,,,,,,,,,,,,,,
TDOC,2993879000,NYSE,164952000,-65177000,-69228000,-3810071000,-73476000,-3101461000,-6674523000,-10985000,-84340000,63660978,86169646,98275203,168832042,74796910,67210290,86583271,75408922,92293781,88493939,83571682,97262790,107228029,95669382,105331191,121941630,112931085,207583456,182314745,96364000,104905512,87847417,91840359,90131920
TEAM,49680564000,NASDAQ,153295000,-58952000,-209037000,-205031000,-13741000,-90639000,4661000,-22328000,-411204000,,,,,,,,,,,,,,,,,,,,,,,,
TFSL,3139685000,NASDAQ,280329000,17603000,15908000,22193000,25433000,17147000,15845000,16140000,17015000,4102938,6640748,6025857,5422223,7875262,9471236,6254321,9754869,3997631,4925951,5843366,5316122,5603402,5866763,4389488,5702758,6768223,8234576,4937245,4522345,4678664,3978155,4357984,3488523
THC,5729620000,NYSE,101535000,123000000,143000000,102000000,131000000,38000000,140000000,249000000,449000000,31034931,22103852,27723411,23908132,28868246,26756402,32177238,35547590,33937177,31131676,29707089,42099132,54562479,26732395,21601104,28802716,47275194,32059980,33736128,25870883,26684325,23580781,17974771,16000918
THG,4176771000,NYSE,35753900,-69200000,-12000000,-11600000,200000,22700000,104900000,163500000,34000000,,,,,,,,,,,,,,,,,,,,,,,,
THO,4819080000,NYSE,53314000,90287000,120719000,27080000,136185000,280943000,348051000,266568000,242242000,6927134,14415114,11038602,11675881,16512085,10007293,8734979,20384512,10725718,13556126,16131140,12764964,19924770,21144331,14740049,14979211,24660778,27011447,21500897,26956455,13956621,21147349,18062638,10291475
TKR,4960082000,NYSE,71041000,125200000,122300000,97200000,87000000,105000000,118200000,62900000,88100000,,,,,,,,,,,,,,,,,,,,,,,,
TNDM,1269666000,NASDAQ,65078000,-35775000,-123873000,-15852000,-48970000,-15056000,-14715000,10808000,5794000,22532316,29449139,31957367,28189407,26909386,28941214,18782287,37947097,19722748,20188342,19413992,33889318,17140108,32767649,24910435,15080317,20312253,24791746,9400121,10151846,12585262,14978665,16080566,11008488
TNL,3064163000,NYSE,73924000,94000000,64000000,91000000,116000000,100000000,51000000,107000000,101000000,10205317,12439639,12002569,16426301,15385908,16698499,12722283,19355352,12923506,14217107,16954854,14522306,21545916,22442629,13937021,14386508,18528373,17161460,19595204,18295853,16187556,15468411,15173904,12318754
TOL,7462267000,NYSE,107479000,414789000,320216000,191530000,640536000,273467000,220593000,151904000,374330000,,,,,,,,,,,,,,,,,,,,,,,,
TOST,9352151000,NYSE,410844000,-98000000,-81000000,-100000000,-98000000,-54000000,-23000000,1000000,-254000000,104723874,122840530,169379216,168651629,146586217,170616618,84355793,147084749,172891851,88257175,95094799,164132670,105654916,109219547,146948827,77833980,162096077,140928717,93908695,111548595,94741998,77401391,69734632,64749690
TPG,9337720000,NASDAQ,72284000,27195000,25055000,138913000,37360000,-9859000,41284000,,,,,,,,,,,,,,,,,,,,,,,,,,
TPL,15084633000,NYSE,7676600,100393000,86568000,99731000,129837000,118894000,97900000,79045000,83837000,597045,731548,713274,485306,612924,715517,700513,1402375,979381,588102,810394,954886,723300,699060,1105943,582228,662934,500549,511561,871911,487947,636890,618195,457427
TPX,6908660000,NYSE,172157000,92400000,85300000,101700000,132700000,90600000,130700000,175800000,177400000,19653248,28767033,43227631,34562973,34572674,54205872,33345270,42302334,40154568,40062168,33228632,43833076,40392487,47924918,35942345,41697137,61758853,56499510,70146612,76101160,71890610,47002840,50006299,31202393
TREX,5948167000,NYSE,108563000,77036000,41131000,10077000,14423000,88916000,71211000,25031000,73795000,,,,,,,,,,,,,,,,,,,,,,,,
TRIP,2140194000,NASDAQ,125188000,24000000,-73000000,-2000000,25000000,31000000,-34000000,-29000000,1000000,21992156,67589550,54425286,45378653,57586212,79337293,34371125,50712243,61814273,33945042,44642794,65901108,38335821,34545618,48397042,34483473,54648681,56021288,30330398,52333999,51516932,53388869,57000823,75962911
TRU,12825455000,NYSE,193300000,53900000,52600000,46500000,79200000,95600000,48300000,1017400000,114200000,,,,,,,,,,,,,,,,,,,,,,,,
TTC,8683436000,NYSE,103844000,-14963000,117557000,125150000,131125000,69510000,60108000,96320000,142171000,8367863,17936002,7187204,8399326,14078597,10548053,7571583,14058440,16892182,12711867,12512944,9931135,11156138,10982597,6216737,7822750,14005041,9680147,9498279,15963289,9720276,10755592,10328032,7772445
TTD,37191324000,NASDAQ,446162000,32939000,9326000,71187000,15869000,-19073000,-14598000,8039000,59384000,49652267,63031595,82377836,124396074,71180935,98448056,53038689,81858390,127063572,78070114,82783964,131683175,114296746,96664700,162078089,125197403,111224556,189411131,89657505,144858907,143708030,136524447,76457001,164313439
